reaction_id,reaction_group_id,record_class,is_control,control_type,plate,block,row,col,source_file,source_well,Sample Name,Data File,aryl_halide_number,aryl_halide,aryl_halide_smiles,catalyst_system,ligand,ligand_smiles,base,base_smiles,additive_number,additive,additive_smiles,yield_percent,yield_observed,zero_yield,product,internal_standard,corr_factor
AHNEMAN_BH_P1_R02_C11,AHNEMAN_BH_ARYL_11,main_matrix,False,,1,1.0,2,11,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,11:B,2016-Dec14-1536-CN-Plate1-162.Raw,2016-dec14-1536-cn-plate1-162.raw,11.0,2-bromopyridine,Brc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,15.23875818,True,False,15236.92892,21325.38118,2.843725517
AHNEMAN_BH_P1_R02_C12,AHNEMAN_BH_ARYL_12,main_matrix,False,,1,1.0,2,12,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,12:B,2016-Dec14-1536-CN-Plate1-178.Raw,2016-dec14-1536-cn-plate1-178.raw,12.0,2-iodopyridine,Ic1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,19.59428889,True,False,19158.2187,20853.28882,2.843725517
AHNEMAN_BH_P1_R02_C13,AHNEMAN_BH_ARYL_13,main_matrix,False,,1,1.0,2,13,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,13:B,2016-Dec14-1536-CN-Plate1-194.Raw,2016-dec14-1536-cn-plate1-194.raw,13.0,3-chloropyridine,Clc1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,7.787908452,True,False,11895.96288,24906.6905,2.174082389
AHNEMAN_BH_P1_R02_C14,AHNEMAN_BH_ARYL_14,main_matrix,False,,1,1.0,2,14,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,14:B,2016-Dec14-1536-CN-Plate1-210.Raw,2016-dec14-1536-cn-plate1-210.raw,14.0,3-bromopyridine,Brc1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,9.677591971,True,False,15105.14493,25450.41396,2.174082389
AHNEMAN_BH_P1_R02_C15,AHNEMAN_BH_ARYL_15,main_matrix,False,,1,1.0,2,15,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,15:B,2016-Dec14-1536-CN-Plate1-226.Raw,2016-dec14-1536-cn-plate1-226.raw,15.0,3-iodopyridine,Ic1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,13.17521743,True,False,20437.03938,25292.83157,2.174082389
AHNEMAN_BH_P1_R02_C17,AHNEMAN_BH_ARYL_01,main_matrix,False,,1,1.0,2,17,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,17:B,2016-Dec14-1536-CN-Plate1-258.Raw,2016-dec14-1536-cn-plate1-258.raw,1.0,1-chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,14.01864146,True,False,43359.57595,24180.02388,1.042356705
AHNEMAN_BH_P1_R02_C18,AHNEMAN_BH_ARYL_02,main_matrix,False,,1,1.0,2,18,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,18:B,2016-Dec14-1536-CN-Plate1-274.Raw,2016-dec14-1536-cn-plate1-274.raw,2.0,1-bromo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,30.5912617,True,False,93629.31103,23927.21026,1.042356705
AHNEMAN_BH_P1_R02_C19,AHNEMAN_BH_ARYL_03,main_matrix,False,,1,1.0,2,19,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,19:B,2016-Dec14-1536-CN-Plate1-290.Raw,2016-dec14-1536-cn-plate1-290.raw,3.0,1-iodo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,38.15573638,True,False,107458.689,22017.06,1.042356705
AHNEMAN_BH_P1_R02_C20,AHNEMAN_BH_ARYL_04,main_matrix,False,,1,1.0,2,20,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,20:B,2016-Dec14-1536-CN-Plate1-306.Raw,2016-dec14-1536-cn-plate1-306.raw,4.0,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,0.456472494,True,False,1395.76341,21756.00866,0.948682226
AHNEMAN_BH_P1_R02_C21,AHNEMAN_BH_ARYL_05,main_matrix,False,,1,1.0,2,21,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,21:B,2016-Dec14-1536-CN-Plate1-322.Raw,2016-dec14-1536-cn-plate1-322.raw,5.0,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,3.867385769,True,False,11924.95585,21939.22652,0.948682226
AHNEMAN_BH_P1_R02_C22,AHNEMAN_BH_ARYL_06,main_matrix,False,,1,1.0,2,22,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,22:B,2016-Dec14-1536-CN-Plate1-338.Raw,2016-dec14-1536-cn-plate1-338.raw,6.0,1-iodo-4-methoxybenzene,COc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,7.024622197,True,False,23426.54808,23728.33992,0.948682226
AHNEMAN_BH_P1_R02_C23,AHNEMAN_BH_ARYL_07,main_matrix,False,,1,1.0,2,23,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,23:B,2016-Dec14-1536-CN-Plate1-354.Raw,2016-dec14-1536-cn-plate1-354.raw,7.0,1-chloro-4-ethylbenzene,CCc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,2.84616447,True,False,6643.46681,23415.52253,1.337543187
AHNEMAN_BH_P1_R02_C24,AHNEMAN_BH_ARYL_08,main_matrix,False,,1,1.0,2,24,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,24:B,2016-Dec14-1536-CN-Plate1-370.Raw,2016-dec14-1536-cn-plate1-370.raw,8.0,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,18.8690087,True,False,41750.22165,22196.20758,1.337543187
AHNEMAN_BH_P1_R02_C25,AHNEMAN_BH_ARYL_09,main_matrix,False,,1,2.0,2,25,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,1:B,2016-Dec14-1536-CN-Plate2-2.Raw,2016-dec14-1536-cn-plate2-2.raw,9.0,1-ethyl-4-iodobenzene,CCc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,25.0736586,True,False,52758.82757,21107.97177,1.337543187
AHNEMAN_BH_P1_R02_C26,AHNEMAN_BH_ARYL_10,main_matrix,False,,1,2.0,2,26,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,2:B,2016-Dec14-1536-CN-Plate2-18.Raw,2016-dec14-1536-cn-plate2-18.raw,10.0,2-chloropyridine,Clc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,21.66658644,True,False,23206.51879,22843.80485,2.843725517
AHNEMAN_BH_P1_R02_C27,AHNEMAN_BH_ARYL_11,main_matrix,False,,1,2.0,2,27,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,3:B,2016-Dec14-1536-CN-Plate2-34.Raw,2016-dec14-1536-cn-plate2-34.raw,11.0,2-bromopyridine,Brc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,48.48749388,True,False,43906.11574,19312.75444,2.843725517
AHNEMAN_BH_P1_R02_C28,AHNEMAN_BH_ARYL_12,main_matrix,False,,1,2.0,2,28,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,4:B,2016-Dec14-1536-CN-Plate2-50.Raw,2016-dec14-1536-cn-plate2-50.raw,12.0,2-iodopyridine,Ic1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,58.61075678,True,False,49985.86018,18189.417,2.843725517
AHNEMAN_BH_P1_R02_C29,AHNEMAN_BH_ARYL_13,main_matrix,False,,1,2.0,2,29,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,5:B,2016-Dec14-1536-CN-Plate2-66.Raw,2016-dec14-1536-cn-plate2-66.raw,13.0,3-chloropyridine,Clc1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,4.169292721,True,False,5776.34399,22590.60814,2.174082389
AHNEMAN_BH_P1_R02_C30,AHNEMAN_BH_ARYL_14,main_matrix,False,,1,2.0,2,30,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,6:B,2016-Dec14-1536-CN-Plate2-82.Raw,2016-dec14-1536-cn-plate2-82.raw,14.0,3-bromopyridine,Brc1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,11.38334579,True,False,15375.87508,22024.55665,2.174082389
AHNEMAN_BH_P1_R02_C31,AHNEMAN_BH_ARYL_15,main_matrix,False,,1,2.0,2,31,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,7:B,2016-Dec14-1536-CN-Plate2-98.Raw,2016-dec14-1536-cn-plate2-98.raw,15.0,3-iodopyridine,Ic1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,24.41818234,True,False,29315.50639,19575.8816,2.174082389
AHNEMAN_BH_P1_R02_C33,AHNEMAN_BH_ARYL_01,main_matrix,False,,1,2.0,2,33,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,9:B,2016-Dec14-1536-CN-Plate2-130.Raw,2016-dec14-1536-cn-plate2-130.raw,1.0,1-chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,14.96739578,True,False,38348.33685,20029.86022,1.042356705
AHNEMAN_BH_P1_R02_C34,AHNEMAN_BH_ARYL_02,main_matrix,False,,1,2.0,2,34,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,10:B,2016-Dec14-1536-CN-Plate2-146.Raw,2016-dec14-1536-cn-plate2-146.raw,2.0,1-bromo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,30.28625472,True,False,78185.36399,20181.68947,1.042356705
AHNEMAN_BH_P1_R02_C35,AHNEMAN_BH_ARYL_03,main_matrix,False,,1,2.0,2,35,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,11:B,2016-Dec14-1536-CN-Plate2-162.Raw,2016-dec14-1536-cn-plate2-162.raw,3.0,1-iodo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,39.57783871,True,False,106775.2208,21090.94463,1.042356705
AHNEMAN_BH_P1_R02_C36,AHNEMAN_BH_ARYL_04,main_matrix,False,,1,2.0,2,36,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,12:B,2016-Dec14-1536-CN-Plate2-178.Raw,2016-dec14-1536-cn-plate2-178.raw,4.0,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,0.339837285,True,False,918.75111,19235.73913,0.948682226
AHNEMAN_BH_P1_R02_C37,AHNEMAN_BH_ARYL_05,main_matrix,False,,1,2.0,2,37,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,13:B,2016-Dec14-1536-CN-Plate2-194.Raw,2016-dec14-1536-cn-plate2-194.raw,5.0,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,3.12306153,True,False,9038.31848,20591.55418,0.948682226
AHNEMAN_BH_P1_R02_C38,AHNEMAN_BH_ARYL_06,main_matrix,False,,1,2.0,2,38,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,14:B,2016-Dec14-1536-CN-Plate2-210.Raw,2016-dec14-1536-cn-plate2-210.raw,6.0,1-iodo-4-methoxybenzene,COc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,5.140109821,True,False,14643.75347,20270.3869,0.948682226
AHNEMAN_BH_P1_R02_C39,AHNEMAN_BH_ARYL_07,main_matrix,False,,1,2.0,2,39,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,15:B,2016-Dec14-1536-CN-Plate2-226.Raw,2016-dec14-1536-cn-plate2-226.raw,7.0,1-chloro-4-ethylbenzene,CCc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,3.920306162,True,False,7527.61125,19262.21715,1.337543187
AHNEMAN_BH_P1_R02_C40,AHNEMAN_BH_ARYL_08,main_matrix,False,,1,2.0,2,40,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,16:B,2016-Dec14-1536-CN-Plate2-242.Raw,2016-dec14-1536-cn-plate2-242.raw,8.0,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,15.39753007,True,False,28289.58521,18430.81738,1.337543187
AHNEMAN_BH_P1_R02_C41,AHNEMAN_BH_ARYL_09,main_matrix,False,,1,2.0,2,41,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,17:B,2016-Dec14-1536-CN-Plate2-258.Raw,2016-dec14-1536-cn-plate2-258.raw,9.0,1-ethyl-4-iodobenzene,CCc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,22.45064906,True,False,41287.56956,18448.43346,1.337543187
AHNEMAN_BH_P1_R02_C42,AHNEMAN_BH_ARYL_10,main_matrix,False,,1,2.0,2,42,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,18:B,2016-Dec14-1536-CN-Plate2-274.Raw,2016-dec14-1536-cn-plate2-274.raw,10.0,2-chloropyridine,Clc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,2.0,5-phenylisoxazole,o1nccc1c2ccccc2,23.68617418,True,False,19770.80202,17802.38984,2.843725517
