reaction_id,reaction_group_id,record_class,is_control,control_type,plate,block,row,col,source_file,source_well,Sample Name,Data File,aryl_halide_number,aryl_halide,aryl_halide_smiles,catalyst_system,ligand,ligand_smiles,base,base_smiles,additive_number,additive,additive_smiles,yield_percent,yield_observed,zero_yield,product,internal_standard,corr_factor
AHNEMAN_BH_P1_R01_C14,AHNEMAN_BH_ARYL_14,control,True,additive_free_control,1,1.0,1,14,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,14:A,2016-Dec14-1536-CN-Plate1-209.Raw,2016-dec14-1536-cn-plate1-209.raw,14.0,3-bromopyridine,Brc1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,13.60707235,True,False,18263.73282,21885.7842,2.174082389
AHNEMAN_BH_P1_R01_C15,AHNEMAN_BH_ARYL_15,control,True,additive_free_control,1,1.0,1,15,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,15:A,2016-Dec14-1536-CN-Plate1-225.Raw,2016-dec14-1536-cn-plate1-225.raw,15.0,3-iodopyridine,Ic1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,75.73922794,True,False,104429.1008,22482.15441,2.174082389
AHNEMAN_BH_P1_R01_C16,,control,True,blank_control,1,1.0,1,16,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,16:A,2016-Dec14-1536-CN-Plate1-241.Raw,2016-dec14-1536-cn-plate1-241.raw,,,,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,P2Et,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,,,,0.0,True,True,0.0,22098.17,
AHNEMAN_BH_P1_R01_C17,AHNEMAN_BH_ARYL_01,control,True,additive_free_control,1,1.0,1,17,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,17:A,2016-Dec14-1536-CN-Plate1-257.Raw,2016-dec14-1536-cn-plate1-257.raw,1.0,1-chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,20.67171682,True,False,58724.92392,22208.72075,1.042356705
AHNEMAN_BH_P1_R01_C18,AHNEMAN_BH_ARYL_02,control,True,additive_free_control,1,1.0,1,18,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,18:A,2016-Dec14-1536-CN-Plate1-273.Raw,2016-dec14-1536-cn-plate1-273.raw,2.0,1-bromo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,37.06517611,True,False,95786.32676,20202.96348,1.042356705
AHNEMAN_BH_P1_R01_C19,AHNEMAN_BH_ARYL_03,control,True,additive_free_control,1,1.0,1,19,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,19:A,2016-Dec14-1536-CN-Plate1-289.Raw,2016-dec14-1536-cn-plate1-289.raw,3.0,1-iodo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,40.10891679,True,False,107125.1787,20879.89228,1.042356705
AHNEMAN_BH_P1_R01_C20,AHNEMAN_BH_ARYL_04,control,True,additive_free_control,1,1.0,1,20,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,20:A,2016-Dec14-1536-CN-Plate1-305.Raw,2016-dec14-1536-cn-plate1-305.raw,4.0,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,1.571873729,True,False,4553.20361,20610.16379,0.948682226
AHNEMAN_BH_P1_R01_C21,AHNEMAN_BH_ARYL_05,control,True,additive_free_control,1,1.0,1,21,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,21:A,2016-Dec14-1536-CN-Plate1-321.Raw,2016-dec14-1536-cn-plate1-321.raw,5.0,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,13.57958799,True,False,40664.37198,21306.3719,0.948682226
AHNEMAN_BH_P1_R01_C22,AHNEMAN_BH_ARYL_06,control,True,additive_free_control,1,1.0,1,22,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,22:A,2016-Dec14-1536-CN-Plate1-337.Raw,2016-dec14-1536-cn-plate1-337.raw,6.0,1-iodo-4-methoxybenzene,COc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,19.5845705,True,False,58016.51232,21077.52403,0.948682226
AHNEMAN_BH_P1_R01_C23,AHNEMAN_BH_ARYL_07,control,True,additive_free_control,1,1.0,1,23,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,23:A,2016-Dec14-1536-CN-Plate1-353.Raw,2016-dec14-1536-cn-plate1-353.raw,7.0,1-chloro-4-ethylbenzene,CCc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,5.831100664,True,False,12812.80428,22042.59546,1.337543187
AHNEMAN_BH_P1_R01_C24,AHNEMAN_BH_ARYL_08,control,True,additive_free_control,1,1.0,1,24,/Volumes/Jupetit/rxnpredict/yield_data/plate1.1.csv,24:A,2016-Dec14-1536-CN-Plate1-369.Raw,2016-dec14-1536-cn-plate1-369.raw,8.0,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,34.70564689,True,False,71808.27911,20755.98997,1.337543187
AHNEMAN_BH_P1_R01_C25,AHNEMAN_BH_ARYL_09,control,True,additive_free_control,1,2.0,1,25,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,1:A,2016-Dec14-1536-CN-Plate2-1.Raw,2016-dec14-1536-cn-plate2-1.raw,9.0,1-ethyl-4-iodobenzene,CCc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,33.31429413,True,False,63035.26238,18981.12836,1.337543187
AHNEMAN_BH_P1_R01_C26,AHNEMAN_BH_ARYL_10,control,True,additive_free_control,1,2.0,1,26,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,2:A,2016-Dec14-1536-CN-Plate2-17.Raw,2016-dec14-1536-cn-plate2-17.raw,10.0,2-chloropyridine,Clc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,28.19737429,True,False,28511.17865,21565.29685,2.843725517
AHNEMAN_BH_P1_R01_C27,AHNEMAN_BH_ARYL_11,control,True,additive_free_control,1,2.0,1,27,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,3:A,2016-Dec14-1536-CN-Plate2-33.Raw,2016-dec14-1536-cn-plate2-33.raw,11.0,2-bromopyridine,Brc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,51.62190853,True,False,47122.64014,19469.03815,2.843725517
AHNEMAN_BH_P1_R01_C28,AHNEMAN_BH_ARYL_12,control,True,additive_free_control,1,2.0,1,28,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,4:A,2016-Dec14-1536-CN-Plate2-49.Raw,2016-dec14-1536-cn-plate2-49.raw,12.0,2-iodopyridine,Ic1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,55.27637145,True,False,51955.14271,20046.4721,2.843725517
AHNEMAN_BH_P1_R01_C29,AHNEMAN_BH_ARYL_13,control,True,additive_free_control,1,2.0,1,29,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,5:A,2016-Dec14-1536-CN-Plate2-65.Raw,2016-dec14-1536-cn-plate2-65.raw,13.0,3-chloropyridine,Clc1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,14.11609154,True,False,17348.05782,20038.88978,2.174082389
AHNEMAN_BH_P1_R01_C30,AHNEMAN_BH_ARYL_14,control,True,additive_free_control,1,2.0,1,30,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,6:A,2016-Dec14-1536-CN-Plate2-81.Raw,2016-dec14-1536-cn-plate2-81.raw,14.0,3-bromopyridine,Brc1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,28.41522329,True,False,36550.52094,20973.92736,2.174082389
AHNEMAN_BH_P1_R01_C31,AHNEMAN_BH_ARYL_15,control,True,additive_free_control,1,2.0,1,31,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,7:A,2016-Dec14-1536-CN-Plate2-97.Raw,2016-dec14-1536-cn-plate2-97.raw,15.0,3-iodopyridine,Ic1cccnc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,41.52339687,True,False,47824.75229,18780.0661,2.174082389
AHNEMAN_BH_P1_R01_C32,,control,True,blank_control,1,2.0,1,32,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,8:A,2016-Dec14-1536-CN-Plate2-113.Raw,2016-dec14-1536-cn-plate2-113.raw,,,,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,BTMG,CN(C)/C(N(C)C)=N\C(C)(C)C,,,,0.0,True,True,,19292.22682,
AHNEMAN_BH_P1_R01_C33,AHNEMAN_BH_ARYL_01,control,True,additive_free_control,1,2.0,1,33,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,9:A,2016-Dec14-1536-CN-Plate2-129.Raw,2016-dec14-1536-cn-plate2-129.raw,1.0,1-chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,15.77189806,True,False,40089.22293,19871.07235,1.042356705
AHNEMAN_BH_P1_R01_C34,AHNEMAN_BH_ARYL_02,control,True,additive_free_control,1,2.0,1,34,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,10:A,2016-Dec14-1536-CN-Plate2-145.Raw,2016-dec14-1536-cn-plate2-145.raw,2.0,1-bromo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,32.02769538,True,False,82545.0111,20148.50228,1.042356705
AHNEMAN_BH_P1_R01_C35,AHNEMAN_BH_ARYL_03,control,True,additive_free_control,1,2.0,1,35,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,11:A,2016-Dec14-1536-CN-Plate2-161.Raw,2016-dec14-1536-cn-plate2-161.raw,3.0,1-iodo-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,43.17090647,True,False,110827.6478,20069.40865,1.042356705
AHNEMAN_BH_P1_R01_C36,AHNEMAN_BH_ARYL_04,control,True,additive_free_control,1,2.0,1,36,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,12:A,2016-Dec14-1536-CN-Plate2-177.Raw,2016-dec14-1536-cn-plate2-177.raw,4.0,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,1.534950141,True,False,4462.1972,20684.09451,0.948682226
AHNEMAN_BH_P1_R01_C37,AHNEMAN_BH_ARYL_05,control,True,additive_free_control,1,2.0,1,37,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,13:A,2016-Dec14-1536-CN-Plate2-193.Raw,2016-dec14-1536-cn-plate2-193.raw,5.0,1-bromo-4-methoxybenzene,COc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,11.11065538,True,False,31180.282,19967.44004,0.948682226
AHNEMAN_BH_P1_R01_C38,AHNEMAN_BH_ARYL_06,control,True,additive_free_control,1,2.0,1,38,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,14:A,2016-Dec14-1536-CN-Plate2-209.Raw,2016-dec14-1536-cn-plate2-209.raw,6.0,1-iodo-4-methoxybenzene,COc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,27.55018583,True,False,73964.73973,19102.14899,0.948682226
AHNEMAN_BH_P1_R01_C39,AHNEMAN_BH_ARYL_07,control,True,additive_free_control,1,2.0,1,39,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,15:A,2016-Dec14-1536-CN-Plate2-225.Raw,2016-dec14-1536-cn-plate2-225.raw,7.0,1-chloro-4-ethylbenzene,CCc1ccc(Cl)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,7.170837693,True,False,14010.72281,19600.16491,1.337543187
AHNEMAN_BH_P1_R01_C40,AHNEMAN_BH_ARYL_08,control,True,additive_free_control,1,2.0,1,40,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,16:A,2016-Dec14-1536-CN-Plate2-241.Raw,2016-dec14-1536-cn-plate2-241.raw,8.0,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,30.19903029,True,False,58439.62025,19412.58921,1.337543187
AHNEMAN_BH_P1_R01_C41,AHNEMAN_BH_ARYL_09,control,True,additive_free_control,1,2.0,1,41,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,17:A,2016-Dec14-1536-CN-Plate2-257.Raw,2016-dec14-1536-cn-plate2-257.raw,9.0,1-ethyl-4-iodobenzene,CCc1ccc(I)cc1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,66.74950767,True,False,121443.2564,18251.32565,1.337543187
AHNEMAN_BH_P1_R01_C42,AHNEMAN_BH_ARYL_10,control,True,additive_free_control,1,2.0,1,42,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,18:A,2016-Dec14-1536-CN-Plate2-273.Raw,2016-dec14-1536-cn-plate2-273.raw,10.0,2-chloropyridine,Clc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,29.58712422,True,False,27648.92333,19930.78515,2.843725517
AHNEMAN_BH_P1_R01_C43,AHNEMAN_BH_ARYL_11,control,True,additive_free_control,1,2.0,1,43,/Volumes/Jupetit/rxnpredict/yield_data/plate1.2.csv,19:A,2016-Dec14-1536-CN-Plate2-289.Raw,2016-dec14-1536-cn-plate2-289.raw,11.0,2-bromopyridine,Brc1ccccn1,XPhos,XPhos,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,MTBD,CN1CCCN2CCCN=C12,,,,54.89834317,True,False,47501.57787,18454.30681,2.843725517
